Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance_,Previous_qualification,Previous_qualification_grade,Nationality,Mother_s_qualification,Father_s_qualification,Mother_s_occupation,Father_s_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_2nd_sem_enrolled,Unemployment_rate,Inflation_rate,Gdp,Target
2.0,43.0,1.0,9070.0,1.0,2.0,140.0,1.0,37.0,37.0,6.0,6.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,18.0,18.0,16.2,0.3,-0.92,1.0
1.0,1.0,6.0,9119.0,1.0,1.0,126.0,1.0,19.0,19.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,8.9,1.4,3.51,1.0
1.0,17.0,5.0,9119.0,1.0,1.0,118.0,1.0,1.0,19.0,9.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,12.4,0.5,1.79,1.0
1.0,39.0,1.0,9085.0,1.0,19.0,133.1,1.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,10.8,1.4,1.74,0.0
1.0,17.0,2.0,9070.0,1.0,1.0,121.0,1.0,1.0,19.0,144.0,144.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,1.0
1.0,17.0,1.0,9119.0,1.0,1.0,148.0,1.0,1.0,38.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,8.9,1.4,3.51,1.0
1.0,43.0,1.0,9991.0,0.0,12.0,133.1,1.0,12.0,12.0,9.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,13.0,11.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,9254.0,1.0,1.0,132.0,1.0,1.0,38.0,9.0,9.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,1.0
1.0,1.0,1.0,9130.0,1.0,1.0,140.0,1.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,11.1,0.6,2.02,1.0
1.0,17.0,3.0,9147.0,1.0,1.0,112.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,12.4,0.5,1.79,1.0
1.0,42.0,1.0,9500.0,1.0,1.0,100.0,1.0,19.0,19.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,8.0,8.0,12.7,3.7,-1.7,0.0
1.0,17.0,4.0,9085.0,1.0,1.0,126.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,9670.0,1.0,1.0,150.0,1.0,3.0,37.0,4.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,6.0,12.7,3.7,-1.7,1.0
1.0,44.0,1.0,9003.0,1.0,39.0,150.0,1.0,19.0,1.0,9.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,13.9,-0.3,0.79,1.0
2.0,1.0,1.0,9556.0,1.0,1.0,144.0,1.0,19.0,19.0,193.0,144.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,7.0,8.0,10.8,1.4,1.74,1.0
1.0,39.0,1.0,9991.0,0.0,1.0,133.1,1.0,38.0,37.0,9.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,10.8,1.4,1.74,0.0
1.0,39.0,1.0,8014.0,0.0,1.0,133.1,1.0,3.0,19.0,4.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,9.0,7.0,8.9,1.4,3.51,1.0
1.0,39.0,1.0,33.0,1.0,1.0,133.1,1.0,19.0,37.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,7.0,12.4,0.5,1.79,0.0
1.0,7.0,1.0,171.0,1.0,3.0,130.0,1.0,1.0,2.0,9.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,43.0,1.0,9070.0,1.0,1.0,133.0,1.0,1.0,2.0,9.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,12.0,10.8,1.4,1.74,1.0
1.0,18.0,1.0,9773.0,1.0,1.0,124.0,1.0,38.0,37.0,9.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,6.0,13.9,-0.3,0.79,1.0
1.0,7.0,1.0,9991.0,0.0,40.0,130.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,8.9,1.4,3.51,0.0
1.0,7.0,1.0,9670.0,1.0,3.0,110.0,1.0,27.0,37.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,11.0,9.4,-0.8,-3.12,0.0
1.0,1.0,3.0,9773.0,1.0,1.0,127.0,1.0,19.0,38.0,8.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,12.7,3.7,-1.7,0.0
1.0,44.0,1.0,9003.0,1.0,39.0,140.0,1.0,19.0,38.0,9.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,13.9,-0.3,0.79,0.0
1.0,16.0,2.0,9238.0,1.0,1.0,133.0,1.0,19.0,38.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,10.8,1.4,1.74,1.0
1.0,16.0,4.0,9773.0,1.0,1.0,109.0,1.0,37.0,37.0,9.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,10.8,1.4,1.74,1.0
1.0,43.0,1.0,9147.0,1.0,1.0,133.1,1.0,4.0,19.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,6.0,9.4,-0.8,-3.12,0.0
1.0,18.0,4.0,171.0,1.0,1.0,133.0,1.0,1.0,4.0,9.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
1.0,17.0,3.0,9773.0,1.0,1.0,134.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,16.2,0.3,-0.92,1.0
1.0,1.0,4.0,9773.0,1.0,1.0,125.0,1.0,19.0,19.0,9.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,12.4,0.5,1.79,1.0
1.0,17.0,2.0,9773.0,1.0,1.0,132.0,1.0,19.0,1.0,9.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,12.7,3.7,-1.7,1.0
1.0,1.0,3.0,9773.0,1.0,1.0,135.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,15.5,2.8,-4.06,1.0
1.0,44.0,1.0,9070.0,1.0,39.0,100.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,9.0,12.4,0.5,1.79,0.0
1.0,17.0,1.0,9119.0,1.0,1.0,125.0,1.0,19.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,11.1,0.6,2.02,0.0
1.0,17.0,1.0,9670.0,1.0,1.0,117.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,1.0
1.0,44.0,1.0,9085.0,1.0,39.0,140.0,1.0,19.0,37.0,5.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,12.4,0.5,1.79,0.0
1.0,1.0,1.0,9119.0,1.0,1.0,132.0,1.0,1.0,12.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,11.1,0.6,2.02,0.0
1.0,17.0,1.0,9670.0,1.0,1.0,132.0,1.0,19.0,1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,10.8,1.4,1.74,0.0
1.0,1.0,1.0,9238.0,1.0,1.0,133.0,1.0,19.0,38.0,9.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,0.0
1.0,17.0,5.0,9773.0,1.0,1.0,143.0,1.0,1.0,1.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,1.0
1.0,17.0,1.0,9238.0,1.0,1.0,143.0,1.0,19.0,37.0,9.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,6.0,12.4,0.5,1.79,1.0
1.0,15.0,1.0,9085.0,1.0,1.0,133.1,41.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,11.1,0.6,2.02,0.0
1.0,1.0,1.0,9500.0,1.0,1.0,141.0,1.0,1.0,19.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,8.0,11.1,0.6,2.02,1.0
1.0,1.0,2.0,9238.0,1.0,1.0,140.0,1.0,19.0,37.0,9.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,10.8,1.4,1.74,1.0
1.0,18.0,6.0,8014.0,0.0,1.0,134.0,1.0,3.0,19.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,13.9,-0.3,0.79,0.0
1.0,1.0,2.0,9147.0,1.0,1.0,118.0,1.0,3.0,19.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,8.9,1.4,3.51,1.0
1.0,17.0,1.0,8014.0,0.0,1.0,119.0,1.0,34.0,34.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,171.0,1.0,1.0,143.0,1.0,3.0,37.0,9.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1.0,1.0,1.0,9670.0,1.0,1.0,123.0,1.0,19.0,19.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,1.0
1.0,1.0,3.0,9500.0,1.0,1.0,108.0,1.0,19.0,1.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,8.0,13.9,-0.3,0.79,1.0
1.0,1.0,3.0,9773.0,1.0,1.0,117.0,1.0,38.0,19.0,7.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,16.2,0.3,-0.92,0.0
1.0,39.0,1.0,9254.0,1.0,1.0,170.0,1.0,37.0,37.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,9.0,10.8,1.4,1.74,1.0
1.0,1.0,2.0,9085.0,1.0,1.0,157.0,1.0,3.0,38.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,7.6,2.6,0.32,1.0
1.0,42.0,1.0,9500.0,1.0,6.0,141.0,1.0,37.0,1.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,21.0,7.6,2.6,0.32,1.0
1.0,1.0,1.0,9773.0,1.0,1.0,125.0,1.0,3.0,19.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,1.0
2.0,1.0,4.0,9500.0,1.0,1.0,143.0,1.0,38.0,38.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,9670.0,1.0,1.0,142.0,1.0,1.0,19.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,11.1,0.6,2.02,1.0
1.0,1.0,3.0,9773.0,1.0,1.0,150.0,1.0,19.0,38.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,11.1,0.6,2.02,1.0
1.0,1.0,2.0,9254.0,1.0,1.0,112.0,1.0,37.0,37.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,11.1,0.6,2.02,0.0
1.0,17.0,2.0,8014.0,0.0,1.0,133.1,1.0,19.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,10.8,1.4,1.74,1.0
1.0,17.0,1.0,9085.0,1.0,1.0,125.0,1.0,1.0,37.0,4.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,10.8,1.4,1.74,1.0
1.0,1.0,3.0,9238.0,1.0,1.0,121.0,1.0,38.0,37.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,13.9,-0.3,0.79,1.0
1.0,17.0,3.0,9238.0,1.0,1.0,133.1,1.0,41.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,11.1,0.6,2.02,1.0
1.0,17.0,1.0,9238.0,1.0,1.0,135.0,1.0,37.0,37.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,16.2,0.3,-0.92,0.0
1.0,1.0,4.0,9500.0,1.0,1.0,132.0,1.0,19.0,38.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,12.7,3.7,-1.7,1.0
5.0,39.0,1.0,9853.0,1.0,19.0,133.1,1.0,37.0,37.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,7.0,12.4,0.5,1.79,0.0
1.0,43.0,1.0,9070.0,1.0,1.0,135.0,1.0,1.0,38.0,3.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,12.0,15.5,2.8,-4.06,1.0
1.0,17.0,1.0,9556.0,1.0,1.0,133.0,1.0,38.0,37.0,9.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,8.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,9773.0,1.0,1.0,135.0,1.0,1.0,19.0,4.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,11.1,0.6,2.02,1.0
1.0,44.0,1.0,9238.0,1.0,39.0,140.0,1.0,1.0,1.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,13.9,-0.3,0.79,1.0
1.0,1.0,2.0,9085.0,1.0,1.0,144.0,1.0,1.0,19.0,4.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,12.7,3.7,-1.7,1.0
1.0,1.0,5.0,9500.0,1.0,1.0,122.0,1.0,37.0,3.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,13.9,-0.3,0.79,1.0
1.0,1.0,1.0,9991.0,0.0,1.0,143.0,1.0,19.0,37.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,10.8,1.4,1.74,1.0
1.0,1.0,3.0,9238.0,1.0,1.0,124.0,1.0,19.0,1.0,7.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,13.9,-0.3,0.79,0.0
1.0,1.0,1.0,9773.0,1.0,1.0,156.0,1.0,3.0,3.0,123.0,122.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,8.9,1.4,3.51,1.0
1.0,1.0,1.0,9085.0,1.0,1.0,142.0,1.0,38.0,38.0,9.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,10.8,1.4,1.74,1.0
1.0,17.0,1.0,9500.0,1.0,1.0,142.0,1.0,38.0,37.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,8.0,13.9,-0.3,0.79,1.0
1.0,1.0,6.0,9500.0,1.0,1.0,126.0,1.0,12.0,37.0,5.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,12.4,0.5,1.79,0.0
2.0,42.0,1.0,9070.0,1.0,1.0,170.0,1.0,37.0,25.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,10.0,7.0,9.4,-0.8,-3.12,0.0
1.0,42.0,1.0,9147.0,1.0,1.0,130.0,1.0,34.0,34.0,99.0,99.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,9238.0,1.0,1.0,133.0,41.0,19.0,19.0,9.0,9.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,6.0,8.9,1.4,3.51,1.0
1.0,42.0,1.0,9500.0,1.0,1.0,122.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,171.0,1.0,1.0,138.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,11.0,8.9,1.4,3.51,1.0
1.0,17.0,1.0,9085.0,1.0,1.0,163.0,14.0,37.0,37.0,9.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,15.5,2.8,-4.06,1.0
1.0,44.0,1.0,9085.0,1.0,39.0,150.0,1.0,19.0,37.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,13.9,-0.3,0.79,1.0
1.0,39.0,1.0,8014.0,0.0,19.0,133.1,1.0,19.0,19.0,144.0,141.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,6.0,11.1,0.6,2.02,1.0
1.0,1.0,1.0,9070.0,1.0,1.0,144.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,10.8,1.4,1.74,1.0
1.0,17.0,1.0,9070.0,1.0,1.0,118.0,1.0,38.0,19.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,7.6,2.6,0.32,1.0
1.0,43.0,5.0,9238.0,1.0,1.0,101.0,24.0,37.0,19.0,9.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,11.0,10.0,9.4,-0.8,-3.12,1.0
1.0,1.0,2.0,9773.0,1.0,1.0,133.0,1.0,19.0,38.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,7.6,2.6,0.32,0.0
1.0,17.0,1.0,9670.0,1.0,1.0,133.1,1.0,1.0,19.0,141.0,114.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,13.9,-0.3,0.79,1.0
1.0,5.0,2.0,9853.0,1.0,1.0,124.0,1.0,19.0,19.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,6.0,12.7,3.7,-1.7,1.0
1.0,1.0,1.0,171.0,1.0,1.0,127.0,1.0,37.0,38.0,9.0,9.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
1.0,39.0,1.0,9991.0,0.0,1.0,110.0,1.0,37.0,37.0,9.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,5.0,12.7,3.7,-1.7,0.0
1.0,18.0,1.0,171.0,1.0,1.0,110.0,1.0,19.0,2.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.4,0.5,1.79,1.0
2.0,39.0,1.0,9147.0,1.0,1.0,160.0,1.0,37.0,37.0,9.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,5.0,15.5,2.8,-4.06,0.0
1.0,43.0,1.0,9003.0,1.0,1.0,120.0,1.0,1.0,1.0,4.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,15.5,2.8,-4.06,0.0
1.0,1.0,1.0,9147.0,1.0,1.0,133.1,1.0,34.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,15.0,14.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,9147.0,1.0,1.0,132.0,1.0,19.0,38.0,9.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,13.9,-0.3,0.79,0.0
5.0,39.0,1.0,9238.0,1.0,1.0,130.0,1.0,19.0,38.0,9.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,6.0,12.4,0.5,1.79,1.0
1.0,17.0,6.0,9147.0,1.0,1.0,129.0,1.0,19.0,1.0,9.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,9.4,-0.8,-3.12,1.0
1.0,17.0,5.0,9119.0,1.0,1.0,130.0,1.0,19.0,1.0,4.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,5.0,8.9,1.4,3.51,0.0
1.0,39.0,1.0,9670.0,1.0,1.0,140.0,1.0,38.0,37.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,16.2,0.3,-0.92,0.0
1.0,17.0,5.0,9119.0,1.0,1.0,131.0,1.0,19.0,37.0,9.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,8.9,1.4,3.51,0.0
1.0,17.0,1.0,171.0,1.0,1.0,129.0,1.0,1.0,1.0,9.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0
1.0,39.0,1.0,9991.0,0.0,19.0,133.1,1.0,19.0,37.0,9.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,11.1,0.6,2.02,0.0
1.0,43.0,1.0,9254.0,1.0,1.0,112.0,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,9.4,-0.8,-3.12,1.0
1.0,1.0,1.0,9500.0,1.0,1.0,133.1,1.0,38.0,38.0,5.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,8.0,15.5,2.8,-4.06,1.0
1.0,1.0,1.0,9085.0,1.0,1.0,123.0,1.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,7.6,2.6,0.32,0.0
1.0,1.0,1.0,9147.0,1.0,1.0,125.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,8.9,1.4,3.51,0.0
1.0,39.0,1.0,9119.0,1.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,5.0,12.7,3.7,-1.7,0.0
1.0,18.0,2.0,9670.0,1.0,1.0,121.0,1.0,37.0,38.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,13.9,-0.3,0.79,1.0
1.0,51.0,1.0,9147.0,1.0,1.0,148.0,1.0,1.0,19.0,9.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,5.0,8.9,1.4,3.51,0.0
1.0,1.0,1.0,9147.0,1.0,1.0,139.0,1.0,38.0,1.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,12.7,3.7,-1.7,1.0
1.0,17.0,3.0,171.0,1.0,1.0,125.0,1.0,37.0,37.0,5.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,12.4,0.5,1.79,1.0
1.0,17.0,4.0,9070.0,1.0,1.0,128.0,1.0,1.0,1.0,9.0,10.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,6.0,11.1,0.6,2.02,0.0
1.0,17.0,2.0,9670.0,1.0,1.0,132.0,1.0,1.0,19.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,7.6,2.6,0.32,0.0
1.0,17.0,4.0,9085.0,1.0,1.0,137.0,1.0,38.0,38.0,151.0,151.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,7.6,2.6,0.32,1.0
1.0,44.0,1.0,171.0,1.0,39.0,160.0,1.0,19.0,38.0,9.0,9.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
1.0,39.0,1.0,9147.0,1.0,1.0,120.0,1.0,1.0,19.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,15.5,2.8,-4.06,0.0
1.0,43.0,1.0,33.0,1.0,1.0,134.0,1.0,37.0,37.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,7.0,13.9,-0.3,0.79,0.0
1.0,39.0,1.0,9670.0,1.0,12.0,133.1,1.0,37.0,1.0,9.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,6.0,6.0,15.5,2.8,-4.06,0.0
1.0,44.0,1.0,9130.0,1.0,39.0,140.0,1.0,4.0,4.0,2.0,10.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,12.7,3.7,-1.7,0.0
1.0,1.0,3.0,171.0,1.0,1.0,140.0,1.0,37.0,37.0,9.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
1.0,43.0,1.0,9147.0,1.0,1.0,122.0,1.0,1.0,38.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,5.0,12.7,3.7,-1.7,0.0
1.0,17.0,1.0,9670.0,1.0,1.0,141.0,1.0,19.0,37.0,5.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0,12.7,3.7,-1.7,0.0
5.0,7.0,1.0,9070.0,1.0,3.0,140.0,1.0,37.0,37.0,7.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,6.0,15.5,2.8,-4.06,0.0
1.0,39.0,1.0,9003.0,1.0,12.0,133.1,1.0,19.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,6.0,15.5,2.8,-4.06,0.0
1.0,17.0,2.0,9119.0,1.0,1.0,137.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,7.6,2.6,0.32,0.0
